_;SMPTE Metadata Elements Dictionary;;;;;;;;;;;;;
_;Published version 13 as of 2012-02-14;;;;;;;;;;;;;
_ver;Published;13;;;;;;;;;;;;
_;;499;Nodes in this Register;;;;;;;;;;;
_;;1476;Leaves in this Register;;;;;;;;;;;
_;Register;Dictionary Version at introduction;Node or
;Elements;3;Leaf;7;06.0E.2B.34.01.01.01.03.07.01.02.01.03.0E.01.00;Corner Longitude Point 4 (Decimal Degrees);Longitude coordinate of corner 4 of an image or bounding rectangle;Floating Point;8 bytes;Specified format (see notes);;;;Format is signed decimal degrees longitude where positive (+) is eastern hemisphere and negative (-) is western hemisphere;  Corners shall be listed in a clockwise direction, with the first corner the North-most corner (northeast if two corners are equally north).  
;Elements;9;Leaf;6;06.0E.2B.34.01.01.01.09.07.01.02.01.03.0F.00.00;Bounding Rectangle;Geographic rectangle specified by four corner points, coordinate system and datum;Geographic Rectangle;variable;Specified format (see notes);;;MISB ASPA;
;Elements;9;Leaf;6;06.0E.2B.34.01.01.01.09.07.01.02.01.03.10.00.00;Geographic Location;Geographic rectangle specified by at least 3 corner points, coordinate system and datum;Geographic Polygon;variable;Specified format (see notes);;;MISB ASPA;
;Elements;9;Leaf;6;06.0E.2B.34.01.01.01.09.07.01.02.01.03.11.00.00;Geographic Polygon Coordinates;A vector of geographic coordinates (measured in milliarcseconds relative to the datum);array of GeographicCoordinate;variable;Specified format (see notes);;;MISB ASPA;
;Elements;9;Leaf;6;06.0E.2B.34.01.01.01.09.07.01.02.01.03.12.00.00;Geographic Area Northwest;The geographic coordinate of the NorthWest corner of a rectangle (measured in milliarcseconds relative to the datum);GeographicCoordinate;variable;Specified format (see notes);;;MISB ASPA;
;Elements;9;Leaf;6;06.0E.2B.34.01.01.01.09.07.01.02.01.03.13.00.00;Geographic Area Southeast;The geographic coordinate of the SouthEast corner of a rectangle (measured in milliarcseconds relative to the datum);GeographicCoordinate;variable;Specified format (see notes);;;MISB ASPA;
;Elements;9;Leaf;6;06.0E.2B.34.01.01.01.09.07.01.02.01.03.14.00.00;Geographic Area Source Datum;The code for the datum point for a Geographic Area;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;variable;Specified format (see notes);;;MISB ASPA;
;Elements;9;Leaf;6;06.0E.2B.34.01.01.01.09.07.01.02.01.03.15.00.00;Geographic Polygon Source Datum;The code for the datum point for a Geographic Polygon;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;variable;Specified format (see notes);;;MISB ASPA;
;Elements;10;Leaf;6;06.0E.2B.34.01.01.01.0A.07.01.02.01.03.16.00.00;Frame Center Elevation;The elevation of field of view frame center, measured in meters above WGS-84 spheroid;4 byte floating point;4 bytes;Specified format (see notes);;;MISB ASPA;
;Elements;1;Node;4;06.0E.2B.34.01.01.01.01.07.01.02.02.00.00.00.00;Relative Position;Relative positional information;;;;;;;
;Elements;1;Node;5;06.0E.2B.34.01.01.01.01.07.01.02.02.01.00.00.00;Local Datum Relative Position;The relative position of a local datum to another specified datum;;;;;;;
;Elements;1;Leaf;6;06.0E.2B.34.01.01.01.01.07.01.02.02.01.01.00.00;Local Datum Relative Position Accuracy;The accuracy with which the measurement of relative position of the local datum is made;Floating Point;4 bytes;;;;;
;Elements;1;Node;5;06.0E.2B.34.01.01.01.01.07.01.02.02.02.00.00.00;Device Relative Position;The relative position of the essence-capturing device;;;;;;;
;Elements;1;Leaf;6;06.0E.2B.34.01.01.01.01.07.01.02.02.02.01.00.00;Device Relative Positional Accuracy;Accuracy of frame center coordinates;Floating Point;4 bytes;;;;;
;Elements;1;Leaf;6;06.0E.2B.34.01.01.01.01.07.01.02.02.02.02.00.00;Device Relative Position X;Defined by the X translational position of the camera from a local Datum Absolute Position.  Positive values indicate translations in which the camera has physically moved from left to right,  (default metres);Floating Point;4 bytes;;;;;
;Elements;1;Leaf;6;06.0E.2B.34.01.01.01.01.07.01.02.02.02.03.00.00;Device Relative Position Y;Defined by the Y translational position of the camera from a local Datum Absolute Position.  Positive values indicate translations in which the camera has physically moved to a higher elevation,  (default metres);Floating Point;4 bytes;;;;;
;Elements;1;Leaf;6;06.0E.2B.34.01.01.01.01.07.01.02.02.02.04.00.00;Device Relative Position Z;Defined by the Z translational position of the camera from a local Datum Absolute Position.  Positive values shall indicate translations in which the camera has physically moved towards the target,  (default metres);Floating Point;4 bytes;;;;;
;Elements;1;Node;5;06.0E.2B.34.01.01.01.01.07.01.02.02.03.00.00.00;Subject Relative Position;The position of the subject depicted in the essence relative to another specified datum;;;;;;;
;Elements;1;Leaf;6;06.0E.2B.34.01.01.01.01.07.01.02.02.03.01.00.00;Subject Relative Positional Accuracy;The accuracy with which the measurement of relative position of the subject is made,  (default metres);Floating Point;4 bytes;;;;;
;Elements;1;Node;4;06.0E.2B.34.01.01.01.01.07.01.02.03.00.00.00.00;Image Positional Information;Positional information relating to a subset of the whole image;;;;;;;
;Elements;1;Leaf;5;06.0E.2B.34.01.01.01.01.07.01.02.03.01.00.00.00;Position Within Viewport Image X Coordinate (Pixels);The position of a point (or object) within the viewed image expressed as x/y coordinates of the viewed image.;Int16;2 bytes;;;;;
;Elements;1;Leaf;5;06.0E.2B.34.01.01.01.01.07.01.02.03.02.00.00.00;Position Within Viewport Image Y Coordinate (Pixels);The position of a point (or object) within the viewed image expressed as x/y coordinates of the viewed image.;Int16;2 bytes;;;;;
;Elements;1;Leaf;5;06.0E.2B.34.01.01.01.01.07.01.02.03.03.00.00.00;Source Image Center X Coordinate (Pixels);The x position of the centre of the captured (source) image expressed as x/y coordinates of the viewed image;Int16;2 bytes;;;;;
;Elements;1;Leaf;5;06.0E.2B.34.01.01.01.01.07.01.02.03.04.00.00.00;Source Image Center Y Coordinate (Pixels);The y position of the centre of the captured (source) image expressed as x/y coordinates of the viewed image;Int16;2 bytes;;;;;
;Elements;1;Leaf;5;06.0E.2B.34.01.01.01.01.07.01.02.03.05.00.00.00;Viewport Image Center C Coordinate (Pixels);The x position of the centre of the viewed image expressed as x/y coordinates of the viewed image;Int16;2 bytes;;;;;
;Elements;1;Leaf;5;06.0E.2B.34.01.01.01.01.07.01.02.03.06.00.00.00;Viewport Image Center Y Coordinate (Pixels);The y position of the centre of the viewed image expressed as x/y coordinates of the viewed image;Int16;2 bytes;;;;;
;Elements;1;Node;3;06.0E.2B.34.01.01.01.01.07.01.03.00.00.00.00.00;Rate and Direction of Positional Change;Information about rate and direction of positional change;;;;;;;
;Elements;1;Node;4;06.0E.2B.34.01.01.01.01.07.01.03.01.00.00.00.00;Absolute Rate and Direction of Positional Change;Information about the absolute rate and direction of positional change;;;;;;;
;Elements;1;Node;5;06.0E.2B.34.01.01.01.01.07.01.03.01.01.00.00.00;Device Rate and Direction of Positional Change;Information about the absolute rate and direction of positional change of the capturing device;;;;;;;
;Elements;1;Leaf;6;06.0E.2B.34.01.01.01.01.07.01.03.01.01.01.00.00;Device Absolute Speed ;Defined by the relative speed of the sensor along the heading. Expressed in metres/second .  Speed values shall indicate translations in which the capturing device has physically moved.;Floating Point;4 bytes;;;;;
;Elements;1;Leaf;6;06.0E.2B.34.01.01.01.01.07.01.03.01.01.02.00.00;Device Absolute Heading;Defined by the absolute heading of the sensor.  Expressed in degrees and tenths of degrees.;Floating Point;4 bytes;;;;;
;Elements;1;Node;5;06.0E.2B.34.01.01.01.01.07.01.03.01.02.00.00.00;Subject Rate and Direction of Positional Change;Information about the absolute rate and direction of positional change of the subject depicted in the captured essence;;;;;;;
;Elements;1;Leaf;6;06.0E.2B.34.01.01.01.01.07.01.03.01.02.01.00.00;Subject Absolute Speed;Defined by the absolute speed of the subject along the heading, (default metres/second);Floating Point;4 bytes;;;;;
;Elements;1;Leaf;6;06.0E.2B.34.01.01.01.01.07.01.03.01.02.02.00.00;Subject Absolute Heading ;Defined by the absolute heading of the subject.  Expressed in degrees and tenths of degrees.;Floating Point;4 bytes;;;;;
;Elements;1;Node;4;06.0E.2B.34.01.01.01.01.07.01.03.02.00.00.00.00;Relative Rate and Direction of Positional Change;Information about the relative rate and direction of positional change;;;;;;;
;Elements;1;Node;5;06.0E.2B.34.01.01.01.01.07.01.03.02.01.00.00.00;Device Relative Rate and Direction of Positional Change;Information about relative rate and direction of positional change of the capturing device;;;;;;;
;Elements;1;Leaf;6;06.0E.2B.34.01.01.01.01.07.01.03.02.01.01.00.00;Device Relative Speed ;Defined by the relative speed of the sensor along the heading.  Speed values shall indicate translations in which the camera has physically moved, (default metres/second);Floating Point;4 bytes;;;;;
;Elements;1;Leaf;6;06.0E.2B.34.01.01.01.01.07.01.03.02.01.02.00.00;Device Relative Heading ;Defined by the relative heading of the sensor.  Expressed in degrees and tenths of degrees.;Floating Point;4 bytes;;;;;
;Elements;1;Node;5;06.0E.2B.34.01.01.01.01.07.01.03.02.02.00.00.00;Subject Relative Rate and Direction of Positional Change;Relative information about rate and direction of positional change of the subject depicted in the captured essence;;;;;;;
;Elements;1;Leaf;6;06.0E.2B.34.01.01.01.01.07.01.03.02.02.01.00.00;Subject Relative Speed ;Defined by the relative speed of the subject along the heading, (default metres/second);Floating Point;4 bytes;;;;;
;Elements;1;Leaf;6;06.0E.2B.34.01.01.01.01.07.01.03.02.02.02.00.00;Subject Relative Heading ;Defined by the relative heading of the subject.  Expressed in degrees and tenths of degrees.;Floating Point;4 bytes;;;;;
;Elements;1;Node;3;06.0E.2B.34.01.01.01.01.07.01.08.00.00.00.00.00;Distance Measurements;Length measurements relating to distance;;;;;;;
;Elements;1;Node;4;06.0E.2B.34.01.01.01.01.07.01.08.01.00.00.00.00;Device to Subject Distance;Length measurements relating to distance between capturing device and the subject depicted in the captured essence;;;;;;;
;Elements;1;Leaf;5;06.0E.2B.34.01.01.01.01.07.01.08.01.01.00.00.00;Slant Range;Distance from the sensor to the center point on ground of the framed subject (image) depicted in the captured essence, (default metres);Floating point;4 bytes;;;;;
;Elements;3;Leaf;5;06.0E.2B.34.01.01.01.03.07.01.08.01.02.00.00.00;Subject Distance;Distance from the sensor to the center of interest on the framed subject depicted in the captured essence, (default metres);Floating point;4 bytes;;;;;
;Elements;1;Node;3;06.0E.2B.34.01.01.01.01.07.01.09.00.00.00.00.00;Dimensions;Length measurements relating to size;;;;;;;
;Elements;1;Node;4;06.0E.2B.34.01.01.01.01.07.01.09.01.00.00.00.00;Device Dimensions;Physical measurements relating to the size of the device used for the captured essence;;;;;;;
;Elements;1;Node;4;06.0E.2B.34.01.01.01.01.07.01.09.02.00.00.00.00;Subject Dimensions;Physical measurements relating to the size of the subject depicted in the captured essence;;;;;;;
;Elements;1;Leaf;5;06.0E.2B.34.01.01.01.01.07.01.09.02.01.00.00.00;Target Width;Horizontal half width of the target frame image; used to compute the four corner points of the frame, (default metres);Floating point;4 bytes;;;;;
;Elements;1;Node;4;06.0E.2B.34.01.01.01.01.07.01.09.03.00.00.00.00;Location Dimensions;Length measurements relating to the size of the location or studio in which the essence was catured;;;;;;;
;Elements;1;Node;4;06.0E.2B.34.01.01.01.01.07.01.09.04.00.00.00.00;Media Dimensions;Length measurements relating to the physical size of the image formed in a capturing device;;;;;;;
;Elements;1;Node;5;06.0E.2B.34.01.01.01.01.07.01.09.04.01.00.00.00;Image Dimensions;Length measurements relating to the physical size of the image formed in a capturing device;;;;;;;
;Elements;1;Node;6;06.0E.2B.34.01.01.01.01.07.01.09.04.01.01.00.00;Pan-and-Scan Image Dimensions;Length measurements relating to pan and scan subsetting of a captured image;;;;;;;
;Elements;1;Leaf;7;06.0E.2B.34.01.01.01.01.07.01.09.04.01.01.01.00;Viewport Height;The height of the viewed area within a captured image (in pixels);UInt16;2 bytes;;;;;
;Elements;1;Leaf;7;06.0E.2B.34.01.01.01.01.07.01.09.04.01.01.02.00;Viewport Width;The width of the viewed area within a captured image (in pixels);UInt16;2 bytes;;;;;
;Elements;1;Node;3;06.0E.2B.34.01.01.01.01.07.01.10.00.00.00.00.00;Angular Specifications;Information regarding angles related to positioning information;;;;;;;
;Elements;1;Node;4;06.0E.2B.34.01.01.01.01.07.01.10.01.00.00.00.00;Device Angles;Device information regarding angles related to positioning information;;;;;;;
;Elements;1;Leaf;5;06.0E.2B.34.01.01.01.01.07.01.10.01.01.00.00.00;Sensor Roll Angle;Specifies the roll angle of the sensor.  Expressed in degrees.;Floating point;4 bytes;;;;;
;Elements;1;Leaf;5;06.0E.2B.34.01.01.01.01.07.01.10.01.02.00.00.00;Angle to North;Angle in degrees from the first row of the image to true north.;Floating point;4 bytes;;;;;
;Elements;1;Leaf;5;06.0E.2B.34.01.01.01.01.07.01.10.01.03.00.00.00;Obliquity Angle;Obliquity angle of image expressed in degrees.  The inverse of sensor depression angle.;Floating point;4 bytes;;;;;
;Elements;7;Leaf;5;06.0E.2B.34.01.01.01.07.07.01.10.01.04.00.00.00;Platform Roll Angle;Roll angle of platform expressed in degrees. The Roll of an airborne platform is rotation about its longitudinal (front-to-back) axis; wings level is zero degrees, positive (negative) angles describe a platform orientation with the right wing down(up). Range of values is -180 to +180 degrees;Floating point;4 bytes;;;;;
;Elements;7;Leaf;5;06.0E.2B.34.01.01.01.07.07.01.10.01.05.00.00.00;Platform Pitch Angle;Pitch angle of platform expressed in degrees.The Pitch of an airborne platform describes the angle of its longitudinal (front-to-back) axis makes with the horizontal (i.e., equi-potential gravitational surface); positive (negative) angles describe a nose up (down) orientation. Range of values is -90 to +90 degrees.;Floating point;4 bytes;;;;;
;Elements;7;Leaf;5;06.0E.2B.34.01.01.01.07.07.01.10.01.06.00.00.00;Platform Heading Angle;Heading angle of platform expressed in degrees. The Heading of an airborne platform is the angle from True North of its longitudinal axis projected onto the horizontal plane. Range of values is 000 to almost 360 degrees; North is 000, East is 090; South is 180, and West is 270.;Floating point;4 bytes;;;;;
;Elements;1;Node;4;06.0E.2B.34.01.01.01.01.07.01.10.02.00.00.00.00;Subject Angles;Angles relating to the subject depicted in the captured essence;;;;;;;
;Elements;1;Node;3;06.0E.2B.34.01.01.01.01.07.01.20.00.00.00.00.00;Abstract Locations;Abstract information about position;;;;;;;
;Elements;1;Node;4;06.0E.2B.34.01.01.01.01.07.01.20.01.00.00.00.00;Place Names;Place information;;;;;;;
;Elements;1;Node;5;06.0E.2B.34.01.01.01.01.07.01.20.01.01.00.00.00;Abstract Names;Abstract place information;;;;;;;
;Elements;1;Leaf;6;06.0E.2B.34.01.01.01.01.07.01.20.01.01.01.00.00;Place Keyword;The geographic name(s) of location(s) covered by a data set.;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;3;Leaf;7;06.0E.2B.34.01.01.01.03.07.01.20.01.01.01.01.00;Place Keyword;The geographic name(s) of location(s) covered by a data set.;16-bit Unicode String;Variable;;;;;
;Elements;1;Node;5;06.0E.2B.34.01.01.01.01.07.01.20.01.02.00.00.00;Country Codes;Country code information;;;;;;;
;Elements;1;Leaf;6;06.0E.2B.34.01.01.01.01.07.01.20.01.02.01.00.00;Object Country Code;The ISO code that represents the country depicted in the essence. ;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;4 chars max;;;;ISO 3166-1, ISO 3166-2, ISO 3166-3;
;Elements;3;Leaf;7;06.0E.2B.34.01.01.01.03.07.01.20.01.02.01.01.00;Object Country Code;The country code or text that represents the country depicted in the essence. ;16-bit Unicode String;Variable;;;;ISO 3166 or other coding system;
;Elements;1;Leaf;6;06.0E.2B.34.01.01.01.01.07.01.20.01.02.02.00.00;Shooting Country Code;The ISO code that represents the country where shooting took place;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;4 chars max;;;;ISO 3166-1, ISO 3166-2, ISO 3166-3;
;Elements;1;Leaf;6;06.0E.2B.34.01.01.01.01.07.01.20.01.02.03.00.00;Setting Country Code;The ISO code that represents the country where the depicted action is set in the production;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;4 chars max;;;;ISO 3166-1, ISO 3166-2, ISO 3166-3;
;Elements;1;Leaf;6;06.0E.2B.34.01.01.01.01.07.01.20.01.02.04.00.00;Copyright License Country Code;The ISO code that represents a country where copyright is licensed;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;4 chars max;;;;ISO 3166-1, ISO 3166-2, ISO 3166-3;
;Elements;1;Leaf;6;06.0E.2B.34.01.01.01.01.07.01.20.01.02.05.00.00;Intellectual Property License Country Code;The ISO code that represents a country where IP rights are licensed;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;4 chars max;;;;ISO 3166-1, ISO 3166-2, ISO 3166-3;
;Elements;3;Leaf;6;06.0E.2B.34.01.01.01.03.07.01.20.01.02.06.00.00;Object Country Code Method;The coding method used to identify the object country code;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;40 bytes max;;;;;
;Elements;3;Leaf;6;06.0E.2B.34.01.01.01.03.07.01.20.01.02.07.00.00;Country Code Method;The coding method used to identify the Non-US classifying country and countries in the releasing instructions;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;40 bytes max;;;;;
;Elements;9;Leaf;7;06.0E.2B.34.01.01.01.09.07.01.20.01.02.07.01.00;Country Code Method;The coding method used to identify the Non-US classifying country and countries in the releasing instructions;16-bit Unicode String;Variable;;;;;
;Elements;3;Leaf;6;06.0E.2B.34.01.01.01.03.07.01.20.01.02.08.00.00;Non-US Classifying Country Code;ISO 3166 code of non-US country setting the security classification;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;6 bytes max;;;;ISO 3166;
;Elements;9;Leaf;7;06.0E.2B.34.01.01.01.09.07.01.20.01.02.08.01.00;Classifying Country Code;ISO 3166 code of non-US country setting the security classification;16-bit Unicode String;Variable;;;;ISO 3166;
;Elements;3;Leaf;6;06.0E.2B.34.01.01.01.03.07.01.20.01.02.09.00.00;Releasable Country Code;ISO 3166 codes of countries to which classified information is releasable;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;ISO 3166;
;Elements;9;Leaf;7;06.0E.2B.34.01.01.01.09.07.01.20.01.02.09.01.00;Releasable Country Code;ISO 3166 codes of countries to which classified information is releasable;16-bit Unicode String;Variable;;;;ISO 3166;
;Elements;1;Node;5;06.0E.2B.34.01.01.01.01.07.01.20.01.03.00.00.00;Regions;Information about Regions within a country;;;;;;;
;Elements;1;Leaf;6;06.0E.2B.34.01.01.01.01.07.01.20.01.03.01.00.00;Object Region Code;The ISO code that represents the region in a country where object is depicted;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;ISO 3166-1, ISO 3166-2, ISO 3166-3;
;Elements;3;Leaf;7;06.0E.2B.34.01.01.01.03.07.01.20.01.03.01.01.00;Object Region Name;Region in a country where object is depicted;16-bit Unicode String;Variable;;;;ISO 3166-1, ISO 3166-2, ISO 3166-3;
;Elements;1;Leaf;6;06.0E.2B.34.01.01.01.01.07.01.20.01.03.02.00.00;Shooting Region Code;The ISO code that represents the region within a country where shooting took place;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;ISO 3166-1, ISO 3166-2, ISO 3166-3;
;Elements;3;Leaf;7;06.0E.2B.34.01.01.01.03.07.01.20.01.03.02.01.00;Shooting Region Name;Region within a country where shooting took place;16-bit Unicode String;Variable;;;;ISO 3166-1, ISO 3166-2, ISO 3166-3;
;Elements;1;Leaf;6;06.0E.2B.34.01.01.01.01.07.01.20.01.03.03.00.00;Setting Region Code;The ISO code that represents the region of the country where the depicted action is set in the production;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;ISO 3166-1, ISO 3166-2, ISO 3166-3;
;Elements;3;Leaf;7;06.0E.2B.34.01.01.01.03.07.01.20.01.03.03.01.00;Setting Region Name;The region of the country where the depicted action is set in the production;16-bit Unicode String;Variable;;;;ISO 3166-1, ISO 3166-2, ISO 3166-3;
;Elements;1;Leaf;6;06.0E.2B.34.01.01.01.01.07.01.20.01.03.04.00.00;Copyright License Region Code;The ISO code that represents a region of a country where copyright is licensed;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;ISO 3166-1, ISO 3166-2, ISO 3166-3;
;Elements;3;Leaf;7;06.0E.2B.34.01.01.01.03.07.01.20.01.03.04.01.00;Copyright License Region Name;The region of a country where copyright is licensed;16-bit Unicode String;Variable;;;;ISO 3166-1, ISO 3166-2, ISO 3166-3;
;Elements;1;Leaf;6;06.0E.2B.34.01.01.01.01.07.01.20.01.03.05.00.00;Intellectual Property License Region Code;The ISO code that represents a region of a country where IP rights are licensed;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;ISO 3166-1, ISO 3166-2, ISO 3166-3;
;Elements;3;Leaf;7;06.0E.2B.34.01.01.01.03.07.01.20.01.03.05.01.00;Intellectual Property License Region Name;The region of a country where IP rights are licensed;16-bit Unicode String;Variable;;;;ISO 3166-1, ISO 3166-2, ISO 3166-3;
;Elements;1;Node;5;06.0E.2B.34.01.01.01.01.07.01.20.01.04.00.00.00;Addresses;Information about Addresses;;;;;;;
;Elements;1;Node;6;06.0E.2B.34.01.01.01.01.07.01.20.01.04.01.00.00;Postal Addresses;Information about Postal Addresses;;;;;;;
;Elements;1;Leaf;7;06.0E.2B.34.01.01.01.01.07.01.20.01.04.01.01.00;Room Number;The aphanumeric room, suite or apartment number of an address;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;3;Leaf;8;06.0E.2B.34.01.01.01.03.07.01.20.01.04.01.01.01;Room Number;The aphanumeric room, suite or apartment number of an address;16-bit Unicode String;Variable;;;;;
;Elements;1;Leaf;7;06.0E.2B.34.01.01.01.01.07.01.20.01.04.01.02.00;Street Number;The alphanumeric street number of an address;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;3;Leaf;8;06.0E.2B.34.01.01.01.03.07.01.20.01.04.01.02.01;Street Number;The alphanumeric street number of an address;16-bit Unicode String;Variable;;;;;
;Elements;1;Leaf;7;06.0E.2B.34.01.01.01.01.07.01.20.01.04.01.03.00;Street Name;The street or thoroughfare name;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;3;Leaf;8;06.0E.2B.34.01.01.01.03.07.01.20.01.04.01.03.01;Street Name;The street or thoroughfare name;16-bit Unicode String;Variable;;;;;
;Elements;1;Leaf;7;06.0E.2B.34.01.01.01.01.07.01.20.01.04.01.04.00;Postal Town;The postal town name;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;3;Leaf;8;06.0E.2B.34.01.01.01.03.07.01.20.01.04.01.04.01;Postal Town;The postal town name;16-bit Unicode String;Variable;;;;;
;Elements;1;Leaf;7;06.0E.2B.34.01.01.01.01.07.01.20.01.04.01.05.00;City Name;The city of the address.;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;3;Leaf;8;06.0E.2B.34.01.01.01.03.07.01.20.01.04.01.05.01;City Name;The city of the address.;16-bit Unicode String;Variable;;;;;
;Elements;1;Leaf;7;06.0E.2B.34.01.01.01.01.07.01.20.01.04.01.06.00;State or Province or County Name;The state, province or county of the address.;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;3;Leaf;8;06.0E.2B.34.01.01.01.03.07.01.20.01.04.01.06.01;State or Province or County Name;The state, province or county of the address.;16-bit Unicode String;Variable;;;;;
;Elements;1;Leaf;7;06.0E.2B.34.01.01.01.01.07.01.20.01.04.01.07.00;Postal Code;The ZIP or other postal code of the address.;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;3;Leaf;8;06.0E.2B.34.01.01.01.03.07.01.20.01.04.01.07.01;Postal Code;The ZIP or other postal code of the address.;16-bit Unicode String;Variable;;;;;
;Elements;1;Leaf;7;06.0E.2B.34.01.01.01.01.07.01.20.01.04.01.08.00;Country Name;The country of the address.;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;3;Leaf;8;06.0E.2B.34.01.01.01.03.07.01.20.01.04.01.08.01;Country Name;The country of the address.;16-bit Unicode String;Variable;;;;;
;Elements;5;Leaf;7;06.0E.2B.34.01.01.01.05.07.01.20.01.04.01.11.00;Room or Suite Name;The room, suite or apartment name of an address;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;5;Leaf;8;06.0E.2B.34.01.01.01.05.07.01.20.01.04.01.11.01;Room or Suite Name;The room, suite or apartment name of an address;16-bit Unicode String;Variable;;;;;
;Elements;5;Leaf;7;06.0E.2B.34.01.01.01.05.07.01.20.01.04.01.12.00;Building Name;The building name of an address.;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;5;Leaf;8;06.0E.2B.34.01.01.01.05.07.01.20.01.04.01.12.01;Building Name;The building name of an address.;16-bit Unicode String;Variable;;;;;
;Elements;7;Leaf;7;06.0E.2B.34.01.01.01.07.07.01.20.01.04.01.13.00;Address Line;The address line as a single string;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;128 chars;;;;;
;Elements;7;Leaf;8;06.0E.2B.34.01.01.01.07.07.01.20.01.04.01.13.01;Address Line;The address line as a single string;UTF-16 char string;Variable;;;;SMPTE 380M;
;Elements;7;Leaf;7;06.0E.2B.34.01.01.01.07.07.01.20.01.04.01.14.00;Place Name;The place name of an address as string (e.g., "The Post Office");ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 chars;;;;;
;Elements;7;Leaf;8;06.0E.2B.34.01.01.01.07.07.01.20.01.04.01.14.01;Place Name;The place name of an address as string (e.g., "The Post Office");UTF-16 char string;Variable;;;;SMPTE 380M;
;Elements;7;Leaf;7;06.0E.2B.34.01.01.01.07.07.01.20.01.04.01.15.00;Geographical Coordinates;Geographic coordinates of an address as a 12-byte spatial coordinate component as defined in SMPTE 330M-2003;12-byte Spatial Coordinate;12 bytes;;;;SMPTE 330M;
;Elements;7;Leaf;7;06.0E.2B.34.01.01.01.07.07.01.20.01.04.01.16.00;Astronomical Body Name;The name of the astronomical body as a string;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 chars;;;;;
;Elements;7;Leaf;8;06.0E.2B.34.01.01.01.07.07.01.20.01.04.01.16.01;Astronomical Body Name;The name of the astronomical body as a string;UTF-16 char string;Variable;;;;SMPTE 380M;
;Elements;1;Node;6;06.0E.2B.34.01.01.01.01.07.01.20.01.04.02.00.00;Setting Addresses;Information about address depicted in the setting of a production;;;;;;;
;Elements;1;Leaf;7;06.0E.2B.34.01.01.01.01.07.01.20.01.04.02.01.00;Setting Room Number;The room number of a depicted address;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;3;Leaf;8;06.0E.2B.34.01.01.01.03.07.01.20.01.04.02.01.01;Setting Room Number;The room number of a depicted address;16-bit Unicode String;Variable;;;;;
;Elements;1;Leaf;7;06.0E.2B.34.01.01.01.01.07.01.20.01.04.02.02.00;Setting Street Number or Building Name;An address line for the depicted address;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;3;Leaf;8;06.0E.2B.34.01.01.01.03.07.01.20.01.04.02.02.01;Setting Street Number or Building Name;An address line for the depicted address;16-bit Unicode String;Variable;;;;;
;Elements;1;Leaf;7;06.0E.2B.34.01.01.01.01.07.01.20.01.04.02.03.00;Setting Street Name;An address line for the depicted address;ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set;32 bytes max;;;;;
;Elements;3;Leaf;8;06.0E.2B.34.01.01.01.03.07.01.20.01.04.02.03.01;Setting Street Name;An address line for the depicted address;16-bit Unicode String;Variable;;;;;
